moduleTitle;packLabel;sourceDocument;name;type;cost;quantity;reference;state;img;uuid;path;occurrences;modules
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Robe;equipment;1–5 shillings;1;;active;icons/equipment/chest/robe-layered-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.yOVHWFRKYni2zMXj;actors.8.items.14;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Robe;equipment;1–5 shillings;1;;other;icons/equipment/chest/robe-layered-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.cqZIM9ibdLHr1DXY;items.399;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Roka Berries, one box";equipment;12 ortegs;1;;other;icons/consumables/fruit/berries-hanging-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.QEdHHUhNDtzaWQcd;items.226;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Roka Sausage with Mashed Beats;equipment;12 shillings;1;;other;icons/consumables/food/sausage-bratwurst-mustard-red-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.PEaoP8c22Y6GWO9a;items.227;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Root Vegetable Stew;equipment;4 ortegs;1;;other;icons/consumables/food/bowl-stew-tofu-potato-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Arc9fQvls3N76x9t;items.228;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Rope;equipment;1 shilling;1;;other;icons/sundries/survival/rope-coiled-tan.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.GWrNrjOnDzBSrWdf;items.400;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Rope ladder;equipment;3 shillings;1;;other;icons/sundries/survival/rope-coiled-wrapped-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.wJrgYW4SIoZrnDJk;items.401;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Rough Bark Mask;equipment;5–10 ortegs;1;;active;icons/equipment/head/mask-carved-wood-white.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.Ml6sTckRLchmIk85;actors.16.items.9;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Ruler’s Ring;equipment;10 thaler;1;;other;icons/equipment/finger/ring-crown-gold-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.qt0cjRCUpd9nOfdb;items.48;2;"Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Rune Staff;equipment;12 thaler;1;;other;icons/weapons/staves/staff-orb-feather.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.bxcZ38u7sA4P0xGh;items.49;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Runefala Roots;equipment;;8;;other;icons/consumables/plants/thorned-stem-brown.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.HmW24cB64hXfCIlw;actors.45.items.10;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Sack;equipment;2 ortegs;1;;other;icons/containers/bags/sack-leather-blue-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.JI7MQ9QFKy8ubovA;actors.44.items.5;4;"Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Game Master's Guide"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Saffron, one box";equipment;50 thaler;1;;other;icons/containers/chest/chest-simple-box-blue.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.N2nopfvcRwQ3dWwq;items.170;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Salt, one sack";equipment;1 shillings;1;;other;icons/containers/bags/sack-cloth-stitched-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.487naCRVdS1B6NQV;items.171;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Salted Herring with Turnips;equipment;5 shillings;1;;other;icons/consumables/food/plate-fish-grilled-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.VUUePYLOsHGP31IA;items.229;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Salty-sweet Needles;equipment;5 ortegs;1;;other;icons/consumables/plants/dried-bundle-stems-sticks-roots-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.YP5IluhtkhA0LoyP;items.230;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Scarf;equipment;1–2 ortegs;1;;other;icons/commodities/cloth/ribbon-worn-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.D0IV2SjjvbudO6L2;items.403;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Scrolls (on area of expertise);equipment;;1;;other;icons/sundries/documents/parchment-plain-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.vxnXSlLbINq4rxM6;actors.49.items.10;3;"Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Game Master's Guide"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Scythe;equipment;1 thaler;1;;other;icons/tools/hand/sickle-steel-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.XMlvwSg9VdMFvC0h;items.404;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Shackles and Chains;equipment;;1;;other;icons/commodities/metal/chain-steel.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.O7RhFMGB0eMv4XFF;actors.1.items.10;2;Symbaroum Adventure Collection
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Shadow Tint;equipment;3 thaler (Black market only);1;;other;icons/tools/laboratory/bowl-liquid-black.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.TyMBUQQrO5MeuXQj;items.15;2;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Core Rulebook"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Shirt;equipment;1–4 ortegs;1;;other;icons/equipment/chest/shirt-collared-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Tgdxf9Cpt8iXYS8v;items.405;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Shovel;equipment;3 shilling;1;;other;icons/tools/hand/shovel-spade-steel-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.d4fcDYeJ9AYbiYOo;items.406;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Silk, one roll";equipment;50 thaler;1;;other;icons/commodities/cloth/cloth-bolt-embroidered-pink.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ktV2Vrubvq9hapKL;items.172;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Silver Coins;equipment;;8;;other;icons/commodities/currency/coin-inset-compass-silver.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.DeSNiL9PcKUlkMKU;actors.61.items.10;1;Symbaroum Adventure Collection
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Silver, one bar";equipment;50 thaler;1;;other;icons/commodities/metal/ingot-engraved-silver.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Ki9n6nQo3Defka5a;items.173;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Simple garb;equipment;1 shilling;1;;other;icons/equipment/chest/shirt-simple-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.sYqrn0GoD4wTODDn;items.407;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Skirt;equipment;5–10 ortegs;1;;other;icons/equipment/leg/skirt-cloth-tasset-black-pink.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.vZHOCX2zNHq9MaLQ;items.408;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Slave collar;equipment;;1;;active;icons/equipment/finger/ring-bone-spiked-blue.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.bWi9JMOBkeht0E2V;actors.9.items.3;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Sledgehammer;equipment;1 thaler;1;;other;icons/tools/smithing/hammer-maul-steel-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.d0pLzd9EsKxaB87y;items.409;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Slow-roast with Stewed Carrot;equipment;5 shillings;1;;other;icons/consumables/food/short-ribs-cooked-meat-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.7c6qacZriLYppadW;items.231;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Small Chest;equipment;3 shillings;1;;other;icons/containers/chest/chest-simple-elm-tan.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.imIbX2vRCJwrc8EP;items.410;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Smelling Salts;equipment;2 thaler;1;;other;icons/consumables/food/salt-seasoning-spice-pink.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.ZsxckUTG1eenzeE5;actors.27.items.9;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Smelling Snuff, one box";equipment;2 thaler;1;;other;icons/consumables/food/salt-seasoning-spice-pink.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.jenCvQn0WkTGYIBL;items.174;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Smoke Bomb;equipment;2 thaler;1;;other;icons/weapons/thrown/bomb-purple.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.n9RMXtUSmlR5s1kt;items.11;2;"Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Smoke Tube;equipment;5 ortegs;1;;other;icons/commodities/wood/wood-carved-runes.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.8r5uFlf6UpuKYEOc;items.175;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Smoked Tea;equipment;4 ortegs;1;;other;icons/commodities/materials/bowl-liquid-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.CyUZouVCkkmv83Km;items.232;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Snares;equipment;3 shillings;1;;other;icons/tools/fishing/net-hand-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.3krMY0pcaKhUP9qh;actors.63.items.8;2;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Snow shoes;equipment;5 shillings;1;;other;icons/equipment/feet/boots-leather-simple-furred.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Wh7J8Tn5umFigWzE;items.412;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Snuff Box;equipment;1 shilling;1;;other;icons/commodities/treasure/box-jade-tassel.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.qI5UoMPKUVils3kF;items.176;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Soap;equipment;5 ortegs;1;;other;icons/sundries/survival/soap.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.MVKRrF6AmiIlzIsr;items.413;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Spark Stone;equipment;10 thaler;1;;other;icons/commodities/treasure/token-engraved-eye-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.A6qU66N0L4BaK2mb;items.50;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Spell Scroll;equipment;2/4/6 thaler;1;;other;icons/sundries/scrolls/scroll-rolled-wrap.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.LDyMhBAiNC6NfQ5X;items.51;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Spell Seal;equipment;8/12 thaler;1;;other;icons/sundries/documents/envelope-sealed-red-tan.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.1YCV1Dx7Xn8mp13Y;items.52;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Spice Tea;equipment;1 orteg;1;;other;icons/commodities/materials/bowl-liquid-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.RnLj2HFvCxIYYC3m;items.233;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Spices, one box";equipment;3 ortegs;1;;other;icons/containers/boxes/box-gift-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.vfot56XhP1EcHer1;items.177;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Spicy Cream-porridge;equipment;1 thaler;1;;other;icons/consumables/food/soup-broth-bowl-wooden-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.q2ZTkwpTvxRTJ4kS;items.234;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Spinet;equipment;15 thaler;1;;other;icons/tools/instruments/harp-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.GX027Trqigv6RoNe;items.178;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Spirit Friend;equipment;12 thaler;1;;other;icons/consumables/potions/potion-bottle-corked-white.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.DzqRuhB10kh2o77c;items.13;2;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Core Rulebook"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Spore Bomb;equipment;3 thaler;1;;other;icons/weapons/thrown/bomb-gas-grey-purple.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.WM3GpZTmcyIfmWXu;items.326;3;"Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Spy glass;equipment;10 thaler;1;;other;icons/tools/navigation/spyglass-telescope-brass-blue.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.L6YaVaufNnkEVsSE;items.414;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Staff Foot;equipment;10 thaler;1;;other;icons/skills/melee/hand-grip-staff-blue.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.G0IfGkVf7BAzpAlR;items.53;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Staff Head;equipment;10 thaler;1;;other;icons/weapons/staves/staff-obsidian.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.geHAKKHC9ezT3syf;items.54;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Storm Arrows;equipment;1 thaler;10;;other;icons/weapons/ammunition/arrows-war-white.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.nRumcFtmlmKVISEg;actors.45.items.9;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Straw Doll;equipment;;1;;other;icons/commodities/treasure/doll-mummy.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ngdQsBnFuUCG57Wa;actors.67.items.6;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Strong Antidote;equipment;3 thaler;2;;other;icons/consumables/potions/potion-tube-corked-bubbling-green.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.j3kK4EwIBOq3wESC;actors.13.items.22;2;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Core Rulebook"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Strong Poison;equipment;6 thaler;1;;other;icons/consumables/potions/potion-bottle-skull-label-poison-teal.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.IadiGiY3ALIuQREl;items.328;4;"Symbaroum Core Rulebook, Symbaroum Game Master's Guide, Symbaroum Monster Codex"
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Strong Purple Sap;equipment;12 thaler;1;;other;icons/consumables/potions/potion-vial-corked-labeled-purple.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.lNHUxgfYtxTXX1x2;items.3;2;"Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Strong Transforming Draught;equipment;4 thaler (Black market only);1;;other;icons/magic/unholy/strike-body-life-soul-purple.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.W4KFJAHD3Khp9NR9;items.14;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Stuffed Lung with Black Mash;equipment;4 shillings;1;;other;icons/consumables/food/soup-broth-bowl-tentacle.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.0xXMhqDe4Fben1ia;items.235;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Stun Bolt;equipment;1 thaler;1;;other;icons/weapons/ammunition/arrow-broadhead-glowing-orange.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.yin0sHNN2cxbA6OW;items.15;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Sugar-coated Rose Petals;equipment;5 ortegs;1;;other;icons/consumables/plants/leaf-maple-green-purple.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.aN3nh7SB1MIURPTq;items.236;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Sugar, one sack";equipment;1 thaler;1;;other;icons/containers/bags/sack-cloth-orange.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.z3rflOt4Op4Xf27P;items.179;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Suicide Ampoule;equipment;;1;;other;icons/consumables/potions/flask-ornate-skull-green.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.sp6MFaInMycimMPF;actors.38.items.10;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Sun mask;equipment;;1;;other;icons/equipment/head/mask-carved-scream-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.04AWgFmDjoaf2mnU;actors.63.items.21;1;Symbaroum Adventure Collection
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Sun Mask;equipment;10 thaler;1;;other;icons/commodities/treasure/mask-jeweled-gold.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.18wuMCLBPczy6u2o;items.55;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Sun Symbol;equipment;;1;;other;icons/magic/light/explosion-star-glow-blue-purple.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.pcvp9bKVT7zb2GhQ;actors.13.items.8;7;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Adventure Collection, Symbaroum Monster Codex"
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbol of Dead Prios;equipment;;1;;other;systems/symbaroum/asset/image/equipment.png;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.zk7wjtBkOhWEfDJ9;actors.60.items.9;1;Symbaroum Adventure Collection
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Table Ale (watered stut);equipment;1 orteg;1;;other;icons/consumables/drinks/alcohol-beer-stein-wooden-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Q9VDumCqbVtCBOCZ;items.237;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Tankard;equipment;1 orteg;1;;other;icons/containers/kitchenware/stein-empty.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.X5nUFq9mzZDUhuKU;actors.24.items.6;3;"Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Tankard Adersel (triple fermented ale);equipment;8 shillings;1;;other;icons/consumables/drinks/alcohol-beer-stein-wooden-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.SrbTq1gVesikiPnu;items.238;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Tankard Argona (fine stut);equipment;2 shillings;1;;other;icons/consumables/drinks/alcohol-beer-stein-wooden-metal-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ueaEFXX6abU6Ki4v;items.239;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Tankard Blackbrew (unspecified);equipment;1 orteg;1;;other;icons/consumables/drinks/alcohol-beer-stein-wooden-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.SoXo7f5CfOusFluz;items.240;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Tankard Kurun’s Honor (triple fermented);equipment;5 shillings;1;;other;icons/consumables/drinks/alcohol-beer-stein-wooden-metal-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.0HmwAOVzLftcurjn;items.241;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Tankard Stut (unspecified);equipment;3 ortegs;1;;other;icons/consumables/drinks/alcohol-beer-stein-wooden-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.7hHQrrpKY8Kw2dL2;items.242;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Tankard The Duke’s Relief (simple stut);equipment;1 shilling;1;;other;icons/consumables/drinks/alcohol-beer-stein-wooden-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.5EIUfgXoeDhzbdxp;items.243;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Tankard Urtal (triple fermented red ale);equipment;3 shillings;1;;other;icons/consumables/drinks/alcohol-beer-stein-wooden-metal-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.52YqEe21kf7cIsp9;items.244;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Tankard Veloum (barbarian must);equipment;2 shillings;1;;other;icons/consumables/drinks/alcohol-beer-stein-wooden-metal-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.FJaCL6T6UHYEITJE;items.245;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Tankard Zarekian Blackbrew;equipment;1 shilling;1;;other;icons/consumables/drinks/alcohol-beer-stein-wooden-metal-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.9R3EZpSclWQQcKcu;items.246;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Tar, one barrel";equipment;5 shillings;1;;other;icons/containers/barrels/barrel-oak-gold.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.2zDXD3HsZzwqN6td;items.180;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Templar Symbol;equipment;;1;;other;icons/magic/light/explosion-star-glow-blue-purple.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.2WBHR8nM5Xf6n4MP;actors.10.items.9;2;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Tent;equipment;3 shillings;1;;other;icons/environment/wilderness/camp-improvised.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.vWnBrDcSolBcdyGO;items.416;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Terato’s Draught;equipment;;1;;other;icons/consumables/potions/bottle-bulb-empty-glass.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.8jHiuZTDOoAyLy1b;items.4;1;Symbaroum Adventure Collection
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Terato’s Draugtht;equipment;;3;;other;icons/consumables/potions/bottle-bulb-empty-glass.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.9rjP3gccznMLBM4q;actors.35.items.7;1;Symbaroum Adventure Collection
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;Terrasma's Yondermirror;equipment;;1;;other;icons/magic/unholy/silhouette-light-fire-blue.webp;Compendium.symbaroum-gmg.symbaroum-gmg.4VOT3ZTeo2no0x5q;items.33;1;Symbaroum Game Master's Guide
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;The Bell of Kastor;equipment;;1;;other;icons/tools/instruments/bell-brass-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.hPfLIUALE98zLvhz;items.9;1;Symbaroum Adventure Collection
