moduleTitle;packLabel;sourceDocument;name;type;cost;quantity;reference;state;img;uuid;path
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Tunic;equipment;2–7 ortegs;1;;other;icons/equipment/chest/coat-collared-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.4hNPvb3SQQzOgTlU;items.419
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Turmeric, one box";equipment;1 orteg;1;;other;icons/consumables/plants/thorned-dried-stem-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.qRVvFtubDDfqiKNP;items.182
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Twilight Tincture;equipment;12 thaler;1;;other;icons/consumables/plants/dried-leaf-stem-herb-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.aByuKLytt4iSNMmO;items.18
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Vinegar, one earthen";equipment;1 shilling;1;;other;icons/containers/kitchenware/vase-clay-painted-blue-gold.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.v23fTkGX2UznPmet;items.183
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Waffles with Butter and Honey;equipment;3 shillings;1;;other;icons/consumables/grains/waffle-golden-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Nvkw2BT7LQh72aId;items.250
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;War Paint;equipment;2 thaler;1;;other;icons/tools/hand/brush-paint-brown-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.EOg5dksOW8o9XgWb;items.19
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Water of Dusk;equipment;;1;;other;icons/consumables/potions/bottle-conical-corked-tied-blue.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ZIjseCjEtqNLOvXa;items.337
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Watered Porridge;equipment;4 ortegs;1;;other;icons/consumables/food/soup-broth-bowl-wooden-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.PqQ44Fv54iClP66N;items.251
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Waterskin;equipment;3 shillings;1;;other;icons/sundries/survival/wetskin-leather-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.lQZ355N4huoTlxHB;items.420
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Wax candle;equipment;4 ortegs;1;;other;icons/sundries/lights/candle-unlit-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Q5JZxbsjgU7K0xa8;items.421
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Waybread;equipment;1 thaler;1;;other;icons/consumables/food/bowl-stew-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.lMBDpZ2Kq7EDMEQM;actors.11.items.7
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Waybread;equipment;1 thaler;1;;other;icons/consumables/food/bowl-stew-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.x20SUTMbZLJdi1TW;actors.12.items.7
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Waybread;equipment;1 thaler;1;;other;icons/consumables/food/bowl-stew-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.pZRbyyX2FrEHM0xr;items.329
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Weak Antidote;equipment;1 thaler;1;;other;icons/consumables/potions/potion-tube-corked-blue.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.3UL4fA8ouFW2iNzf;actors.18.items.13
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Weak Antidote;equipment;1 thaler;1;;other;icons/consumables/potions/potion-tube-corked-blue.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.sSVltexu3egYH38a;items.330
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Weak Antidote Candle;equipment;6 thaler;1;;other;icons/sundries/lights/candle-unlit-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ZLLk8TCTDjplSc2K;items.20
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Weak Poison;equipment;2 thaler;1;;other;icons/consumables/potions/bottle-conical-corked-labeled-skull-poison-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ZMOEPfsn8shmI3oj;actors.18.items.12
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Weak Poison;equipment;2 thaler;1;;other;icons/consumables/potions/bottle-conical-corked-labeled-skull-poison-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.OmFHIRWk7zl0b6Tf;items.331
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Weak Purple Sap;equipment;4 thaler;1;;other;icons/consumables/potions/potion-tube-corked-blue.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.7XhurynKRenTy1ep;items.21
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Weak Transforming Draught;equipment;2 thaler (Black market only);1;;other;icons/magic/unholy/strike-body-life-soul-purple.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ZVgBJdxdOeBrtyJG;items.22
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Weapon maintenance kit;equipment;5 shillings;1;;other;icons/commodities/metal/barstock-broken-steel.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.mBhrJsje51EmkAqY;actors.64.items.8
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Weapon maintenance kit;equipment;5 shillings;1;;other;icons/commodities/metal/barstock-broken-steel.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.vFys465tMH8TS6z7;actors.68.items.8
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Weapon maintenance kit;equipment;5 shillings;1;;other;icons/commodities/metal/barstock-broken-steel.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.4Z5H4JLIXNxAe81Y;items.422
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Whetstone;equipment;4 ortegs;1;;other;icons/commodities/stone/paver-cobble-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.BdLnvx9FbMRsVwbW;actors.9.items.6
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Whetstone;equipment;4 ortegs;1;;other;icons/commodities/stone/paver-cobble-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.7w1ZKMPubks7PAok;items.423
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Whistle;equipment;2 shillings;1;;other;icons/tools/instruments/pipe-flute-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Vsq5prYDyCdHrmz1;items.424
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Wild Chew;equipment;1 thaler;1;;other;icons/commodities/materials/bowl-liquid-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.kAqXBYp2ZhXHw8X8;items.23
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Wine Skin;equipment;3 shillings;1;;other;icons/sundries/survival/wetskin-leather-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.2Khvlpox3plt7FYj;actors.8.items.12
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Witch Braid;equipment;8 thaler;1;;other;icons/commodities/materials/hair-tuft-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.nl35Z5kxHmpCmCF7;items.59
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Wooden Figurine;equipment;;1;;other;icons/commodities/treasure/statue-bust-stone-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.nNTEDe18bwmniueJ;actors.9.items.5
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Wooden Figurine;equipment;;1;;other;icons/commodities/treasure/statue-bust-stone-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.IHOh3Q5zhzIFblwP;actors.16.items.8
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Wooden Pipe;equipment;5 shillings;1;;other;icons/sundries/misc/pipe-wooden-curved-oak.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.OzkqfeD6vNP09Pe4;items.184
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Wraith Dust;equipment;2 thaler;1;;other;icons/magic/unholy/strike-body-life-soul-purple.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.LBdmCmjdlfVtwUBq;items.332
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Alchemical Firetube, Portable";weapon;10 thaler;1;ranged;other;icons/weapons/guns/rifle-fluted.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.UOuleO8eTNy7HoMk;items.286
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Alchemical Firetube, Stationary";weapon;250 thaler;1;other;other;icons/skills/ranged/cannon-barrel-firing-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.tYJNBnpf7F0XK74x;items.287
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Alchemical Grenade;weapon;1 thaler;1;thrown;other;icons/weapons/thrown/bomb-fuse-cloth-pink.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.9u7QgjLOIPBe5s85;items.288
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Antlers;weapon;;1;unarmed;active;icons/commodities/bones/horn-antler-brown-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.60oglrQS9rwP1HMf;actors.22.items.6
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Arbalest;weapon;;1;ranged;other;icons/weapons/crossbows/crossbow-heavy-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.e7LEyl5JEhlAZPzJ;items.612
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Assassin’s Blade;weapon;5 thaler;1;short;other;icons/weapons/daggers/dagger-curved-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.yfwuB6HVo27Q2yly;items.289
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Axe;weapon;;1;1handed;other;icons/weapons/axes/axe-battle-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.KMEp2UPdzh46wQ22;actors.14.items.4
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Axe;weapon;;1;1handed;active;icons/weapons/axes/axe-battle-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.e43D2t9RkjbH3oOF;actors.15.items.1
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Axe;weapon;;1;1handed;active;icons/weapons/axes/axe-battle-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.cx3qTbbTXcNbASW1;actors.16.items.3
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Axe;weapon;;1;1handed;active;icons/weapons/axes/axe-battle-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.tgmN9kRKgiieyai8;actors.56.items.0
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Axe;weapon;;1;1handed;active;icons/weapons/axes/axe-battle-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.c5BggpudYZUvrVqd;actors.63.items.5
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Axe;weapon;;1;1handed;other;icons/weapons/axes/axe-battle-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.gCBeyTRMOGPfena3;items.613
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Ballista;weapon;50 thaler;1;ranged;other;icons/weapons/artillery/ballista-wood-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.DOMBBxoTukA7PO3V;items.290
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Bastard Sword, one hand grip";weapon;;1;1handed;other;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.6xdyN7d20lQ56NTB;items.614
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Bastard Sword, two-handed grip";weapon;;1;heavy;other;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.UrWQuXVtRuCmIPCM;items.615
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Battle claw;weapon;;1;unarmed;other;icons/weapons/fist/claw-straight-gold.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.JCYy35jS96N8XMGK;items.616
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Beak;weapon;;1;unarmed;active;icons/commodities/bones/beak-orange-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.7ZMxQFfZUXjjBB36;actors.36.items.3
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bite;weapon;;1;unarmed;active;icons/creatures/abilities/mouth-teeth-long-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.HrbhUkAypH1fEJLl;actors.27.items.3
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bite;weapon;;1;unarmed;active;icons/creatures/abilities/mouth-teeth-long-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Zrv7gOw29DG63POR;actors.29.items.5
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bite;weapon;;1;unarmed;active;icons/creatures/abilities/mouth-teeth-long-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Mahmq4P2svCsgiwr;actors.30.items.3
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bite;weapon;;1;unarmed;active;icons/creatures/abilities/mouth-teeth-long-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.YVJBKVERIFRFLFjr;actors.31.items.4
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bite;weapon;;1;unarmed;active;icons/creatures/abilities/mouth-teeth-long-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.vi7LoZnDmVHyZM1e;actors.52.items.5
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bite;weapon;;1;unarmed;active;icons/creatures/abilities/mouth-teeth-long-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Np8ubz3vr1S11mE7;actors.53.items.2
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bite;weapon;;1;unarmed;other;icons/creatures/abilities/mouth-teeth-long-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.codDc6IXVqsoFOA0;items.459
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Blessed Warhammer;weapon;;1;1handed;active;icons/weapons/hammers/hammer-double-steel.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.d7dKjtTljiu6WFfw;actors.60.items.4
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Blowpipe;weapon;2 thaler;1;ranged;other;icons/commodities/tech/pipe-metal.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.4Sr3bPwDbMvNasrw;items.291
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bolas;weapon;2 thaler;1;thrown;other;icons/weapons/thrown/bolas-steel.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.YvbgSS2D45hNTFc3;items.292
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bow;weapon;;1;ranged;other;icons/weapons/bows/shortbow-arrows-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.TnD76CMUjlpusNY1;actors.1.items.3
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bow;weapon;;1;ranged;other;icons/weapons/bows/shortbow-arrows-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.DeODjYjckczqZT1w;actors.2.items.3
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bow;weapon;;1;ranged;other;icons/weapons/bows/shortbow-arrows-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.SI7oXgsYh7j54OaL;actors.3.items.1
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bow;weapon;;1;ranged;other;icons/weapons/bows/shortbow-arrows-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.OdHtMpCIjRm5ybU5;actors.11.items.4
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bow;weapon;;1;ranged;other;icons/weapons/bows/shortbow-arrows-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.BUSIwoONucgPhF8w;actors.51.items.7
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bow;weapon;;1;ranged;other;icons/weapons/bows/shortbow-arrows-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.JxwJYs1j05pYydXQ;actors.56.items.1
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bow;weapon;;1;ranged;other;icons/weapons/bows/shortbow-arrows-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.x5IojUxOZiCz7k80;actors.64.items.4
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bow;weapon;;1;ranged;other;icons/weapons/bows/shortbow-arrows-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.9mLIM8mNf49aqPMZ;items.617
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Breaching (Pot on ground);weapon;100 thaler;1;1handed;other;icons/tools/laboratory/cauldron-filled-gold.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.xEHxF78Z9pO1vlOl;items.293
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Breaching Pot (buried);weapon;100 thaler;1;1handed;other;icons/tools/laboratory/cauldron-filled-gold.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.RmGT5eV8yhcn9Edh;items.294
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Burning Embrace;weapon;;1;unarmed;active;icons/magic/fire/projectile-smoke-swirl-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.MR9fauO4qzy4CzO6;actors.50.items.2
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Burning Sword;weapon;;1;1handed;active;icons/weapons/swords/sword-guard-brass-worn.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.dQYda7qnHlEjYHBH;actors.38.items.1
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Catapult;weapon;250 thaler +50 per Breaching Pot;1;ranged;other;icons/weapons/artillery/catapult-simple.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.WJq0oCyBkWOrO1jr;items.295
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Chain Staff;weapon;15 thaler;1;long;other;icons/tools/fasteners/chain-hook-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.n6wGtlCyOqzsxQ2i;items.296
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.0EqDpBfittnVufDG;actors.17.items.10
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Zr9iG773YfrwKvWs;actors.18.items.8
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.iood0yGMiaIpJauX;actors.18.items.9
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Tn5dOQ5jRNC0FrEL;actors.19.items.3
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.RLbQBs972Ys9cbVa;actors.20.items.5
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ldtBMeHQtUBX6Igb;actors.23.items.5
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;1handed;active;icons/creatures/claws/claw-hooked-purple.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.H3iUSFjx7gTTq581;actors.24.items.10
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.cNrQDttYfkK5QLZV;actors.26.items.3
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-barbed.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.o6QmvrgTOMjEgr4u;actors.41.items.5
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-purple.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.lsu4VJ2qOc3iu0mw;actors.46.items.4
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Mt5DXct0CCDjiD4E;actors.48.items.7
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.YlIZc534OQ5Vgtmp;actors.48.items.8
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;active;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.MarUiOIxPEicK3U0;actors.59.items.6
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;1handed;other;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.pUGq6fADvzrY9Gbx;actors.66.items.4
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Claws;weapon;;1;unarmed;other;icons/creatures/claws/claw-hooked-curved.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.FyUM7rCmkpWCflmm;items.460
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Composite Bow;weapon;25 thaler;1;ranged;other;icons/weapons/bows/bow-recurve-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.mJak8B2V6qRxbXmc;items.297
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Crossbow;weapon;;1;ranged;other;icons/weapons/crossbows/crossbow-loaded-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.MzIgtF1OC8P4vEGE;actors.4.items.3
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Crossbow;weapon;;1;ranged;other;icons/weapons/crossbows/crossbow-loaded-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.GF1peojzpNxXbH3g;actors.15.items.0
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Crossbow;weapon;;1;ranged;other;icons/weapons/crossbows/crossbow-loaded-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.6TbsUrXYwKKONiBt;actors.58.items.1
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Crossbow;weapon;;1;ranged;other;icons/weapons/crossbows/crossbow-loaded-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.5Y4INI5RKtQ6fUuQ;actors.63.items.3
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Crossbow;weapon;;1;ranged;other;icons/weapons/crossbows/crossbow-loaded-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.7RMdTdpmOza7EyUJ;items.619
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Crow’s Beak;weapon;;1;1handed;other;icons/weapons/hammers/hammer-war-spiked.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.PE90UeGnDamLvJZV;items.620
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Dagger;weapon;;1;short;other;icons/weapons/daggers/dagger-bone-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.iADxmAvGHvB8mrjv;actors.3.items.0
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Dagger;weapon;;1;short;active;icons/weapons/daggers/dagger-bone-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.GAn1yIPYlo6eaYYq;actors.8.items.7
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Dagger;weapon;;1;short;other;icons/weapons/daggers/dagger-bone-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.YaD8vcVORruGZvSv;actors.11.items.5
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Dagger;weapon;;1;short;other;icons/weapons/daggers/dagger-bone-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.c8qmvcrcSDKrCPCS;actors.60.items.3
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Dagger;weapon;;1;short;other;icons/weapons/daggers/dagger-bone-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.aMEOCcGRNQa5MZNt;actors.61.items.5
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Dagger;weapon;;1;short;other;icons/weapons/daggers/dagger-bone-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.EVa3qw8lFy8XprZv;actors.62.items.5
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Dagger;weapon;;1;short;other;icons/weapons/daggers/dagger-bone-black.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Q2zxuRdkcLd1Birb;actors.63.items.4
